Date;Lat;Lng;Taxon
2019-08-06 00:00:00;49.159677415052;-0.31955232474292;44
2019-08-06 00:00:00;49.161646830413;-0.39956430329029;14
2019-08-06 00:00:00;49.177162091607;-0.3642287405516;50
2019-08-06 00:00:00;49.184877116746;-0.36266631269539;42
2019-08-06 00:00:00;49.208646039375;-0.32249899419127;41
2019-03-17 00:00:00;49.152930226846;-0.41845034872685;18
2019-03-17 00:00:00;49.162128316803;-0.3279100693278;49
2019-03-17 00:00:00;49.193322896933;-0.35471073487317;40
2019-08-13 00:00:00;49.162179291324;-0.36791472482495;33
2019-08-13 00:00:00;49.192604095808;-0.39331686608233;33
2019-08-13 00:00:00;49.203485527948;-0.41298608068442;54
2019-08-13 00:00:00;49.211174671118;-0.32489997191988;34
2019-08-13 00:00:00;49.217569981746;-0.40409567322358;59
2019-06-01 00:00:00;49.208778265538;-0.33131240177285;59
2019-07-02 00:00:00;49.173891503381;-0.42164230810357;26
2019-07-02 00:00:00;49.175595910574;-0.40392279024981;47
2019-07-02 00:00:00;49.201622273447;-0.41717180880327;54
2019-07-02 00:00:00;49.215524039381;-0.35870596096953;35
2019-07-31 00:00:00;49.152676265797;-0.38072821236877;36
2019-07-31 00:00:00;49.210908701117;-0.3254980389297;29
2019-07-31 00:00:00;49.221183140396;-0.38561565447841;54
2019-03-13 00:00:00;49.179730614511;-0.38565955767166;60
2019-03-13 00:00:00;49.189432089831;-0.31565083124675;26
2019-03-13 00:00:00;49.193495819636;-0.39439225277314;60
2019-03-13 00:00:00;49.20727994802;-0.31681378411446;50
2019-03-13 00:00:00;49.211372738283;-0.41511107394602;60
2019-03-13 00:00:00;49.225136847974;-0.40405540663237;56
2019-05-20 00:00:00;49.161848682367;-0.37065930533176;60
2019-05-20 00:00:00;49.194218758579;-0.39298807737585;12
2019-05-20 00:00:00;49.200893959526;-0.37308355029337;38
2019-05-20 00:00:00;49.20405556085;-0.31785148129724;60
2019-05-20 00:00:00;49.214596195216;-0.40042863764456;34
2019-05-20 00:00:00;49.215143432899;-0.3268913986342;29
2019-05-20 00:00:00;49.219971010359;-0.42034415704906;52
2019-06-13 00:00:00;49.173258612191;-0.35050897593191;41
2019-06-13 00:00:00;49.191658310637;-0.37586420878451;4
2019-06-13 00:00:00;49.208938054981;-0.31585908671422;33
2019-06-13 00:00:00;49.209698877554;-0.36007554479809;21
2019-06-13 00:00:00;49.223346671557;-0.398528700257;44
2019-07-27 00:00:00;49.176134827639;-0.35257168675819;35
